clip_A,clip_B,clip_C,simple_chroma_c1,simple_chroma_c2,simple_chroma_c3,simple_chroma_c4,simple_chroma_c5,simple_chroma_c6,simple_mfcc_c1,simple_mfcc_c2,simple_mfcc_c3,simple_mfcc_c4,simple_mfcc_c5,simple_mfcc_c6,"y = sim(A,B) > sim(A,C) ^ sim(B,A) > sim(B,C)"
31786|e/c_layne-the_sun_will_come_out_to_blind_you-07-how_soon_i_forget-117-146.mp3,52858|5/kammen___swan-wild_wood-15-lullaby_set-204-233.mp3,9386|0/paul_berget-the_siena_manuscript_on_steel_string_guitar-02-recercar_2_steel_string_guitar-0-29.mp3,5.8656050119249743,7.2828740615202463,6.7166714604296391,6.7166714604296383,7.4766954421686407,6.0196633204887693,647.98871147841908,1122.4283199581166,919.99361500648206,890.77508014350087,1079.859920748715,612.2615598735631,1
24201|2/anup-embrace-05-romance_with_nature-262-291.mp3,24006|4/jay_kishor-amber-05-raga_malgunji__tabla_solo_in_jhaptaal-146-175.mp3,16180|e/sun_palace-into_heaven-03-your_hands_lie_open-204-233.mp3,8.3786176999030797,7.5454281541953554,10.884151259992084,9.9714051037242584,4.7996563339778113,8.5340274027542176,1422.5623124230131,662.46376979157526,888.9784869073269,1119.6292902518794,625.75925859659014,1234.8489772486823,1
24201|2/anup-embrace-05-romance_with_nature-262-291.mp3,24006|4/jay_kishor-amber-05-raga_malgunji__tabla_solo_in_jhaptaal-146-175.mp3,16180|e/sun_palace-into_heaven-03-your_hands_lie_open-204-233.mp3,8.5340274027542176,10.884151259992084,7.5454281541953554,4.7996563339778113,9.9714051037242584,8.3786176999030797,1234.8489772486823,888.9784869073269,662.46376979157526,625.75925859659014,1119.6292902518794,1422.5623124230131,1
56581|0/ensemble_vermillian-stolen_jewels-21-buxtehude_sonata_iii_op__i_prestoadagio-59-88.mp3,18853|0/william_brooks-bitter_circus-04-ole_soledad-0-29.mp3,37228|a/yongen-yello_haus-08-shackles_of_gold-175-204.mp3,6.0894681085884272,6.2119186070308992,8.1748313773314472,6.817152589645544,7.0623666803330671,7.3444455029911015,990.7150895263278,1275.4068266884631,755.98022196009322,658.46072226425986,1169.1945371982665,1038.2492204801679,1
56581|0/ensemble_vermillian-stolen_jewels-21-buxtehude_sonata_iii_op__i_prestoadagio-59-88.mp3,18853|0/william_brooks-bitter_circus-04-ole_soledad-0-29.mp3,37228|a/yongen-yello_haus-08-shackles_of_gold-175-204.mp3,7.3444455029911015,8.1748313773314472,6.2119186070308992,7.0623666803330671,6.817152589645544,6.0894681085884272,1038.2492204801679,755.98022196009322,1275.4068266884631,1169.1945371982665,658.46072226425986,990.7150895263278,1
41781|7/monoide-zeitpunkt-09-zeitpunkt-204-233.mp3,25493|6/drop_trio-cezanne-05-wreck_of_the_zephyr-407-436.mp3,45713|7/beight-file_in_rhythm-11-ghostly_feeling-88-117.mp3,8.225846234348019,8.68203813541591,5.0419913085133006,5.6686780620743322,8.2605558400010288,6.0242256127044058,507.18804026732585,592.30414768301875,511.18158162620796,499.93831149180949,479.69765237828938,511.393142041224,1
41781|7/monoide-zeitpunkt-09-zeitpunkt-204-233.mp3,25493|6/drop_trio-cezanne-05-wreck_of_the_zephyr-407-436.mp3,45713|7/beight-file_in_rhythm-11-ghostly_feeling-88-117.mp3,6.0242256127044058,5.0419913085133006,8.68203813541591,8.2605558400010288,5.6686780620743322,8.225846234348019,511.393142041224,511.18158162620796,592.30414768301875,479.69765237828938,499.93831149180949,507.18804026732585,1
43509|7/claire_fitch-ambiencellist_part_ii-10-oceanic_memories-0-29.mp3,19374|3/dj_cary-downtempo_chill-04-reentry_cargo_cult-117-146.mp3,5396|7/jag-cypress_grove_blues-01-train_train-59-88.mp3,4.6870507677789535,6.3500038729674548,3.999795807999222,2.849221264095775,6.7289077512549884,5.6331231510111177,577.83452196964913,674.50686371499523,712.83421250361312,866.84025116142368,717.09477102813935,670.25784262097523,1
43509|7/claire_fitch-ambiencellist_part_ii-10-oceanic_memories-0-29.mp3,19374|3/dj_cary-downtempo_chill-04-reentry_cargo_cult-117-146.mp3,5396|7/jag-cypress_grove_blues-01-train_train-59-88.mp3,5.6331231510111177,3.999795807999222,6.3500038729674548,6.7289077512549884,2.849221264095775,4.6870507677789535,670.25784262097523,712.83421250361312,674.50686371499523,717.09477102813935,866.84025116142368,577.83452196964913,1
11965|8/kenji_williams-worldspirit_soundtrack-03-buddha_embryo-30-59.mp3,41411|5/paul_avgerinos-muse_of_the_round_sky-09-the_night_sky-88-117.mp3,25241|a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-05-trisagion_holy_god_strochnoi_chant-59-88.mp3,8.3897997377329236,9.056925301983858,7.6936870933985109,5.160703092486111,9.3321973156622011,8.600346251893491,690.25018812041469,855.78586048413615,1247.2793357016051,1139.0578036110028,837.4373313149772,785.14542476334145,1
11965|8/kenji_williams-worldspirit_soundtrack-03-buddha_embryo-30-59.mp3,41411|5/paul_avgerinos-muse_of_the_round_sky-09-the_night_sky-88-117.mp3,25241|a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-05-trisagion_holy_god_strochnoi_chant-59-88.mp3,8.600346251893491,7.6936870933985109,9.056925301983858,9.3321973156622011,5.160703092486111,8.3897997377329236,785.14542476334145,1247.2793357016051,855.78586048413615,837.4373313149772,1139.0578036110028,690.25018812041469,1
10757|7/dac_crowell-the_sea_and_the_sky-02-umi_no_kami_ni_kansha-958-987.mp3,29305|f/rapoon-tin_of_drum-06-southbound-929-958.mp3,6848|5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-02-des_rothschencken_tanz_brade-59-88.mp3,7.3801229412006544,10.698464403585579,9.0872337694512453,7.7753430268940011,9.1249351845023927,7.1290699140542761,626.37040535913923,1013.5275413966235,719.20241692048114,600.31408700370275,912.40488701707181,726.86933112938073,1
10757|7/dac_crowell-the_sea_and_the_sky-02-umi_no_kami_ni_kansha-958-987.mp3,29305|f/rapoon-tin_of_drum-06-southbound-929-958.mp3,6848|5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-02-des_rothschencken_tanz_brade-59-88.mp3,7.1290699140542761,9.0872337694512453,10.698464403585579,9.1249351845023927,7.7753430268940011,7.3801229412006544,726.86933112938073,719.20241692048114,1013.5275413966235,912.40488701707181,600.31408700370275,626.37040535913923,1
52143|4/tim_rayborn-the_path_beyond-14-taqsim_ud-30-59.mp3,41647|e/atomic_opera-penguin_dust-09-watergrave-0-29.mp3,50933|1/etherine-24_days-13-this_was_my_last_hope-88-117.mp3,9.1874160676678471,6.4987105125389384,8.1872863564596763,8.939658233824245,6.8801191360131186,9.1376449050906743,626.02549645894976,1092.2272540797212,736.03158156936934,945.24353831040912,1260.4754712382892,680.00032215999306,1
52143|4/tim_rayborn-the_path_beyond-14-taqsim_ud-30-59.mp3,41647|e/atomic_opera-penguin_dust-09-watergrave-0-29.mp3,50933|1/etherine-24_days-13-this_was_my_last_hope-88-117.mp3,9.1376449050906743,8.1872863564596763,6.4987105125389384,6.8801191360131186,8.939658233824245,9.1874160676678471,680.00032215999306,736.03158156936934,1092.2272540797212,1260.4754712382892,945.24353831040912,626.02549645894976,1
43565|4/tim_rayborn-the_path_beyond-10-osman_pasha-291-320.mp3,52571|7/jag-cypress_grove_blues-15-cypress_boogie-0-29.mp3,27871|4/dj_markitos-evolution_of_the_mind-06-losing_control-175-204.mp3,6.3393349975122675,7.1819591901218054,7.6602637717347619,3.1218104935351993,7.1370816574151528,6.2774993647889046,764.55848856773241,751.89024321556622,1196.7018283740817,753.72418858881247,769.88531556690964,776.12935736318104,1
43565|4/tim_rayborn-the_path_beyond-10-osman_pasha-291-320.mp3,52571|7/jag-cypress_grove_blues-15-cypress_boogie-0-29.mp3,27871|4/dj_markitos-evolution_of_the_mind-06-losing_control-175-204.mp3,6.2774993647889046,7.6602637717347619,7.1819591901218054,7.1370816574151528,3.1218104935351993,6.3393349975122675,776.12935736318104,1196.7018283740817,751.89024321556622,769.88531556690964,753.72418858881247,764.55848856773241,1
43565|4/tim_rayborn-the_path_beyond-10-osman_pasha-291-320.mp3,52571|7/jag-cypress_grove_blues-15-cypress_boogie-0-29.mp3,21950|b/ehren_starks-the_depths_of_a_year-05-dads_song-233-262.mp3,6.3393349975122675,8.8064783371302813,8.037400347468715,6.2501015529615858,9.0034765238452881,6.2774993647889046,764.55848856773241,802.29209626419902,550.70751677157432,538.16799533621634,808.8855356575566,776.12935736318104,1
43565|4/tim_rayborn-the_path_beyond-10-osman_pasha-291-320.mp3,52571|7/jag-cypress_grove_blues-15-cypress_boogie-0-29.mp3,21950|b/ehren_starks-the_depths_of_a_year-05-dads_song-233-262.mp3,6.2774993647889046,8.037400347468715,8.8064783371302813,9.0034765238452881,6.2501015529615858,6.3393349975122675,776.12935736318104,550.70751677157432,802.29209626419902,808.8855356575566,538.16799533621634,764.55848856773241,1
43565|4/tim_rayborn-the_path_beyond-10-osman_pasha-291-320.mp3,37093|4/seismic_anamoly-sweet_rock_candy-08-refleections-146-175.mp3,27871|4/dj_markitos-evolution_of_the_mind-06-losing_control-175-204.mp3,10.176665195358447,7.1819591901218054,8.7398341926167422,9.3162608937070317,7.1370816574151528,10.701004680059956,527.60302182826126,751.89024321556622,660.42738551488424,646.9956407502483,769.88531556690964,621.40125213526562,1
43565|4/tim_rayborn-the_path_beyond-10-osman_pasha-291-320.mp3,37093|4/seismic_anamoly-sweet_rock_candy-08-refleections-146-175.mp3,27871|4/dj_markitos-evolution_of_the_mind-06-losing_control-175-204.mp3,10.701004680059956,8.7398341926167422,7.1819591901218054,7.1370816574151528,9.3162608937070317,10.176665195358447,621.40125213526562,660.42738551488424,751.89024321556622,769.88531556690964,646.9956407502483,527.60302182826126,1
43565|4/tim_rayborn-the_path_beyond-10-osman_pasha-291-320.mp3,37093|4/seismic_anamoly-sweet_rock_candy-08-refleections-146-175.mp3,21950|b/ehren_starks-the_depths_of_a_year-05-dads_song-233-262.mp3,10.176665195358447,8.8064783371302813,8.0904216953521431,6.7639801667246973,9.0034765238452881,10.701004680059956,527.60302182826126,802.29209626419902,665.86388280097867,648.10809751008651,808.8855356575566,621.40125213526562,1
43565|4/tim_rayborn-the_path_beyond-10-osman_pasha-291-320.mp3,37093|4/seismic_anamoly-sweet_rock_candy-08-refleections-146-175.mp3,21950|b/ehren_starks-the_depths_of_a_year-05-dads_song-233-262.mp3,10.701004680059956,8.0904216953521431,8.8064783371302813,9.0034765238452881,6.7639801667246973,10.176665195358447,621.40125213526562,665.86388280097867,802.29209626419902,808.8855356575566,648.10809751008651,527.60302182826126,1
47279|f/glen_bledsoe-octopants-11-und_so_weiter_i-0-29.mp3,42679|8/cargo_cult-vibrant-10-fifth-59-88.mp3,5464|a/bjorn_fogelberg-karooshi_porn-01-trioxidation-0-29.mp3,3.4377777509425016,3.2750689346215847,3.1448023085539831,1.0440122696019301,6.4560314471518057,5.8239277953696522,946.11766596138614,1495.6694106591995,1856.0773829032205,2170.6768389243525,1475.5185483610094,617.77135092204878,1
47279|f/glen_bledsoe-octopants-11-und_so_weiter_i-0-29.mp3,42679|8/cargo_cult-vibrant-10-fifth-59-88.mp3,5464|a/bjorn_fogelberg-karooshi_porn-01-trioxidation-0-29.mp3,5.8239277953696522,3.1448023085539831,3.2750689346215847,6.4560314471518057,1.0440122696019301,3.4377777509425016,617.77135092204878,1856.0773829032205,1495.6694106591995,1475.5185483610094,2170.6768389243525,946.11766596138614,1
33454|a/falling_you-human-07-starshine-378-407.mp3,10426|4/paul_avgerinos-sky_of_grace-02-the_calling-117-146.mp3,25176|6/dr_kuch-analog_disease-05-the_persuaders_dub-117-146.mp3,5.7076514135355376,9.3144917466766834,8.2511931775697338,8.3877077398075546,6.7285932048350157,3.149214633811412,2173.5763267937787,2316.0813027959402,636.93973888424659,659.82715344024973,2156.6791152122396,2150.1405008013758,1
33454|a/falling_you-human-07-starshine-378-407.mp3,10426|4/paul_avgerinos-sky_of_grace-02-the_calling-117-146.mp3,25176|6/dr_kuch-analog_disease-05-the_persuaders_dub-117-146.mp3,3.149214633811412,8.2511931775697338,9.3144917466766834,6.7285932048350157,8.3877077398075546,5.7076514135355376,2150.1405008013758,636.93973888424659,2316.0813027959402,2156.6791152122396,659.82715344024973,2173.5763267937787,1
20497|e/atomic_opera-penguin_dust-04-thirst-175-204.mp3,5221|7/roots_of_rebellion-the_looking_glass-01-the_order-175-204.mp3,8949|c/jamie_janover-now_center_of_time-02-playa-639-668.mp3,6.5869673768670021,6.0521367480547434,5.8176142022327584,8.3368180852420242,6.3608063859148833,7.5548615888716828,332.94845630556904,1106.4450431992677,1458.7867512189532,1419.7980494708295,1260.9626319504973,361.68820851233443,1
20497|e/atomic_opera-penguin_dust-04-thirst-175-204.mp3,5221|7/roots_of_rebellion-the_looking_glass-01-the_order-175-204.mp3,8949|c/jamie_janover-now_center_of_time-02-playa-639-668.mp3,7.5548615888716828,5.8176142022327584,6.0521367480547434,6.3608063859148833,8.3368180852420242,6.5869673768670021,361.68820851233443,1458.7867512189532,1106.4450431992677,1260.9626319504973,1419.7980494708295,332.94845630556904,1
8666|d/drevo-christian_themes_in_ukrainian_folk_songs-02-oh_uncle_in_your_yard-146-175.mp3,45584|0/rocket_city_riot-middle_age_suicide-11-everyday_like_saturday_bonus_track-30-59.mp3,5511|3/emmas_mini-beat_generation_mad_trick-01-unknown-146-175.mp3,7.9241132367668756,8.0109396514990987,6.687401385513831,8.7133110027026532,8.4592044529180868,8.3855235549640916,1537.732699530734,1533.2396927657283,305.99550605835577,270.10794381735946,1785.3802166327996,1800.9536249395071,1
8666|d/drevo-christian_themes_in_ukrainian_folk_songs-02-oh_uncle_in_your_yard-146-175.mp3,45584|0/rocket_city_riot-middle_age_suicide-11-everyday_like_saturday_bonus_track-30-59.mp3,5511|3/emmas_mini-beat_generation_mad_trick-01-unknown-146-175.mp3,8.3855235549640916,6.687401385513831,8.0109396514990987,8.4592044529180868,8.7133110027026532,7.9241132367668756,1800.9536249395071,305.99550605835577,1533.2396927657283,1785.3802166327996,270.10794381735946,1537.732699530734,1
40036|a/jade_leary-the_lost_art_of_human_kindness-09-meaner_than_winter-175-204.mp3,19350|3/etherfysh-box_of_fysh-04-rama-1045-1074.mp3,9362|1/the_rajdhani_quartet-the_gandhi_memorial_concert-02-ragas_sindhu_bhairavi_and_gurjari_todi-842-871.mp3,3.3172781131640923,5.3812363142244006,7.7969758625718937,6.7799183168864383,6.1424999412119767,9.3130038757566744,1478.2747463327246,1239.9708849301128,1022.8672429039226,894.92060429024446,1243.4812297804528,1605.3343308429298,1
40036|a/jade_leary-the_lost_art_of_human_kindness-09-meaner_than_winter-175-204.mp3,19350|3/etherfysh-box_of_fysh-04-rama-1045-1074.mp3,9362|1/the_rajdhani_quartet-the_gandhi_memorial_concert-02-ragas_sindhu_bhairavi_and_gurjari_todi-842-871.mp3,9.3130038757566744,7.7969758625718937,5.3812363142244006,6.1424999412119767,6.7799183168864383,3.3172781131640923,1605.3343308429298,1022.8672429039226,1239.9708849301128,1243.4812297804528,894.92060429024446,1478.2747463327246,1
56325|9/the_strap_ons-geeking_crime-20-pimps-59-88.mp3,17654|8/hybris-the_first_words-04-final_trust-146-175.mp3,44925|0/american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-30-59.mp3,8.9676220143442524,7.734859492456061,9.7867050857574576,8.9773491417025078,7.5404065498090684,8.9143509860169434,414.3607319066432,1740.8379752114915,1795.9987905444614,1731.0096308396421,1674.6063550437502,490.8932946959128,1
56325|9/the_strap_ons-geeking_crime-20-pimps-59-88.mp3,17654|8/hybris-the_first_words-04-final_trust-146-175.mp3,44925|0/american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-30-59.mp3,8.9143509860169434,9.7867050857574576,7.734859492456061,7.5404065498090684,8.9773491417025078,8.9676220143442524,490.8932946959128,1795.9987905444614,1740.8379752114915,1674.6063550437502,1731.0096308396421,414.3607319066432,1
35493|d/beth_quist-shall_we_dance-08-finale-320-349.mp3,44191|5/stargarden-the_art_of_analog_diversion-10-smooth-88-117.mp3,27453|7/artemis-gravity-06-inception-146-175.mp3,4.7622476987209952,11.473493887669591,8.9199638357807274,7.9514467517617211,9.4795325825999601,4.2681700813468115,757.83998230658722,1057.1493467671598,1250.2752511632079,1291.5037688139162,1052.7404128375151,860.15507575868673,1
35493|d/beth_quist-shall_we_dance-08-finale-320-349.mp3,44191|5/stargarden-the_art_of_analog_diversion-10-smooth-88-117.mp3,27453|7/artemis-gravity-06-inception-146-175.mp3,4.2681700813468115,8.9199638357807274,11.473493887669591,9.4795325825999601,7.9514467517617211,4.7622476987209952,860.15507575868673,1250.2752511632079,1057.1493467671598,1052.7404128375151,1291.5037688139162,757.83998230658722,1
15930|8/ivilion-terean-03-urtulitreator-204-233.mp3,5421|f/dac_crowell-redshifted_harmonies-01-tranquilitatis-581-610.mp3,46279|a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-11-o_theotokos_the_virgin_rejoice_ave_maria-494-523.mp3,6.5797003948292136,7.1658389536298479,5.361480250035247,4.8894090713761145,6.5219487789068689,6.7601280355695454,920.71042745118075,1156.9682059015781,1241.8380018093092,1193.5441035965259,1073.4757042376953,846.73246756735637,1
15930|8/ivilion-terean-03-urtulitreator-204-233.mp3,5421|f/dac_crowell-redshifted_harmonies-01-tranquilitatis-581-610.mp3,46279|a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-11-o_theotokos_the_virgin_rejoice_ave_maria-494-523.mp3,6.7601280355695454,5.361480250035247,7.1658389536298479,6.5219487789068689,4.8894090713761145,6.5797003948292136,846.73246756735637,1241.8380018093092,1156.9682059015781,1073.4757042376953,1193.5441035965259,920.71042745118075,1
2634|4/jay_kishor-the_color_of_night-01-malkauns-1480-1509.mp3,52226|1/jeff_wahl-guinevere-14-tristan_and_isolde-320-349.mp3,58285|d/janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-27-suite_gigue_pezold-117-146.mp3,8.8367679714277738,8.3538925718747628,6.2797143498063663,5.287503304038224,7.9271390055008055,8.6263269232359647,1267.1110475276148,911.77997752004342,1141.5290857237867,1317.9262078859545,921.19464445591984,1113.1812603746798,1
2634|4/jay_kishor-the_color_of_night-01-malkauns-1480-1509.mp3,52226|1/jeff_wahl-guinevere-14-tristan_and_isolde-320-349.mp3,58285|d/janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-27-suite_gigue_pezold-117-146.mp3,8.6263269232359647,6.2797143498063663,8.3538925718747628,7.9271390055008055,5.287503304038224,8.8367679714277738,1113.1812603746798,1141.5290857237867,911.77997752004342,921.19464445591984,1317.9262078859545,1267.1110475276148,1
44142|c/mountain_mirrors-lunar_ecstasy-10-sidewinder-0-29.mp3,50101|4/justin_bianco-siren-13-incantation-0-29.mp3,30302|3/sherefe-opium-07-alf_leyla_wa_leyla-88-117.mp3,4.6846822477681496,3.6428241804484411,7.729670292295542,7.2014986887429506,8.0534876814751524,8.5195264873973766,992.43464772706602,722.44043826784082,831.7032096656817,892.24261849903644,687.757487872767,971.3187260156003,1
